*r,rtscbin,sc_cat,value
p31053,bin3,cost,2000
p31053,bin3,cap,20000
p31055,bin1,cost,65
p31055,bin1,cap,1000
p31055,bin2,cost,200
p31055,bin2,cap,2000
p31055,bin3,cost,2000
p31055,bin3,cap,20000
p31097,bin1,cost,65
p31097,bin1,cap,1000
p31097,bin2,cost,200
p31097,bin2,cap,2000
p31097,bin3,cost,2000
p31097,bin3,cap,20000
p31109,bin1,cost,65
p31109,bin1,cap,1000
p31109,bin2,cost,200
p31109,bin2,cap,2000
p31109,bin3,cost,2000
p31109,bin3,cap,20000
p31127,bin1,cost,65
p31127,bin1,cap,1000
p31127,bin2,cost,200
p31127,bin2,cap,2000
p31127,bin3,cost,2000
p31127,bin3,cap,20000
p31131,bin1,cost,65
p31131,bin1,cap,1000
p31131,bin2,cost,200
p31131,bin2,cap,2000
p31131,bin3,cost,2000
p31131,bin3,cap,20000
p31133,bin1,cost,65
p31133,bin1,cap,1000
p31133,bin2,cost,200
p31133,bin2,cap,2000
p31133,bin3,cost,2000
p31133,bin3,cap,20000
p31147,bin1,cost,65
p31147,bin1,cap,1000
p31147,bin2,cost,200
p31147,bin2,cap,2000
p31147,bin3,cost,2000
p31147,bin3,cap,20000
p31153,bin1,cost,65
p31153,bin1,cap,1000
p31153,bin2,cost,200
p31153,bin2,cap,2000
p31153,bin3,cost,2000
p31153,bin3,cap,20000
p31155,bin1,cost,65
p31155,bin1,cap,1000
p31155,bin2,cost,200
p31155,bin2,cap,2000
p31155,bin3,cost,2000
p31155,bin3,cap,20000
p31177,bin1,cost,65
p31177,bin1,cap,1000
p31177,bin2,cost,200
p31177,bin2,cap,2000
p31177,bin3,cost,2000
p31177,bin3,cap,20000
p27005,bin1,cost,65
p27005,bin1,cap,1000
p27005,bin2,cost,200
p27005,bin2,cap,2000
p27005,bin3,cost,2000
p27005,bin3,cap,20000
p27007,bin1,cost,65
p27007,bin1,cap,1000
p27007,bin2,cost,200
p27007,bin2,cap,2000
p27007,bin3,cost,2000
p27007,bin3,cap,20000
p27027,bin1,cost,65
p27027,bin1,cap,1000
p27027,bin2,cost,200
p27027,bin2,cap,2000
p27027,bin3,cost,2000
p27027,bin3,cap,20000
p27029,bin1,cost,65
p27029,bin1,cap,1000
p27029,bin2,cost,200
p27029,bin2,cap,2000
p27029,bin3,cost,2000
p27029,bin3,cap,20000
p27069,bin1,cost,65
p27069,bin1,cap,1000
p27069,bin2,cost,200
p27069,bin2,cap,2000
p27069,bin3,cost,2000
p27069,bin3,cap,20000
p27071,bin1,cost,65
p27071,bin1,cap,1000
p27071,bin2,cost,200
p27071,bin2,cap,2000
p27071,bin3,cost,2000
p27071,bin3,cap,20000
p27077,bin1,cost,65
p27077,bin1,cap,1000
p27077,bin2,cost,200
p27077,bin2,cap,2000
p27077,bin3,cost,2000
p27077,bin3,cap,20000
p27087,bin1,cost,65
p27087,bin1,cap,1000
p27087,bin2,cost,200
p27087,bin2,cap,2000
p27087,bin3,cost,2000
p27087,bin3,cap,20000
p27089,bin1,cost,65
p27089,bin1,cap,1000
p27089,bin2,cost,200
p27089,bin2,cap,2000
p27089,bin3,cost,2000
p27089,bin3,cap,20000
p27107,bin1,cost,65
p27107,bin1,cap,1000
p27107,bin2,cost,200
p27107,bin2,cap,2000
p27107,bin3,cost,2000
p27107,bin3,cap,20000
p27113,bin1,cost,65
p27113,bin1,cap,1000
p27113,bin2,cost,200
p27113,bin2,cap,2000
p27113,bin3,cost,2000
p27113,bin3,cap,20000
p27119,bin1,cost,65
p27119,bin1,cap,1000
p27119,bin2,cost,200
p27119,bin2,cap,2000
p27119,bin3,cost,2000
p27119,bin3,cap,20000
p27125,bin1,cost,65
p27125,bin1,cap,1000
p27125,bin2,cost,200
p27125,bin2,cap,2000
p27125,bin3,cost,2000
p27125,bin3,cap,20000
p27135,bin1,cost,65
p27135,bin1,cap,1000
p27135,bin2,cost,200
p27135,bin2,cap,2000
p27135,bin3,cost,2000
p27135,bin3,cap,20000
p27001,bin1,cost,65
p27001,bin1,cap,1000
p27001,bin2,cost,200
p27001,bin2,cap,2000
p27001,bin3,cost,2000
p27001,bin3,cap,20000
p27003,bin1,cost,65
p27003,bin1,cap,1000
p27003,bin2,cost,200
p27003,bin2,cap,2000
p27003,bin3,cost,2000
p27003,bin3,cap,20000
p27009,bin1,cost,65
p27009,bin1,cap,1000
p27009,bin2,cost,200
p27009,bin2,cap,2000
p27009,bin3,cost,2000
p27009,bin3,cap,20000
p27011,bin1,cost,65
p27011,bin1,cap,1000
p27011,bin2,cost,200
p27011,bin2,cap,2000
p27011,bin3,cost,2000
p27011,bin3,cap,20000
p27017,bin1,cost,65
p27017,bin1,cap,1000
p27017,bin2,cost,200
p27017,bin2,cap,2000
p27017,bin3,cost,2000
p27017,bin3,cap,20000
p27019,bin1,cost,65
p27019,bin1,cap,1000
p27019,bin2,cost,200
p27019,bin2,cap,2000
p27019,bin3,cost,2000
p27019,bin3,cap,20000
p27021,bin1,cost,65
p27021,bin1,cap,1000
p27021,bin2,cost,200
p27021,bin2,cap,2000
p27021,bin3,cost,2000
p27021,bin3,cap,20000
p27025,bin1,cost,65
p27025,bin1,cap,1000
p27025,bin2,cost,200
p27025,bin2,cap,2000
p27025,bin3,cost,2000
p27025,bin3,cap,20000
p27031,bin1,cost,65
p27031,bin1,cap,1000
p27031,bin2,cost,200
p27031,bin2,cap,2000
p27031,bin3,cost,2000
p27031,bin3,cap,20000
p27035,bin1,cost,65
p27035,bin1,cap,1000
p27035,bin2,cost,200
p27035,bin2,cap,2000
p27035,bin3,cost,2000
p27035,bin3,cap,20000
p27037,bin1,cost,65
p27037,bin1,cap,1000
p27037,bin2,cost,200
p27037,bin2,cap,2000
p27037,bin3,cost,2000
p27037,bin3,cap,20000
p27039,bin1,cost,65
p27039,bin1,cap,1000
p27039,bin2,cost,200
p27039,bin2,cap,2000
p27039,bin3,cost,2000
p27039,bin3,cap,20000
p27041,bin1,cost,65
p27041,bin1,cap,1000
p27041,bin2,cost,200
p27041,bin2,cap,2000
p27041,bin3,cost,2000
p27041,bin3,cap,20000
p27049,bin1,cost,65
p27049,bin1,cap,1000
p27049,bin2,cost,200
p27049,bin2,cap,2000
p27049,bin3,cost,2000
p27049,bin3,cap,20000
p27051,bin1,cost,65
p27051,bin1,cap,1000
p27051,bin2,cost,200
p27051,bin2,cap,2000
p27051,bin3,cost,2000
p27051,bin3,cap,20000
p27053,bin1,cost,65
p27053,bin1,cap,1000
p27053,bin2,cost,200
p27053,bin2,cap,2000
p27053,bin3,cost,2000
p27053,bin3,cap,20000
p27057,bin1,cost,65
p27057,bin1,cap,1000
p27057,bin2,cost,200
p27057,bin2,cap,2000
p27057,bin3,cost,2000
p27057,bin3,cap,20000
p27059,bin1,cost,65
p27059,bin1,cap,1000
p27059,bin2,cost,200
p27059,bin2,cap,2000
p27059,bin3,cost,2000
p27059,bin3,cap,20000
p27061,bin1,cost,65
p27061,bin1,cap,1000
p27061,bin2,cost,200
p27061,bin2,cap,2000
p27061,bin3,cost,2000
p27061,bin3,cap,20000
p27065,bin1,cost,65
p27065,bin1,cap,1000
p27065,bin2,cost,200
p27065,bin2,cap,2000
p27065,bin3,cost,2000
p27065,bin3,cap,20000
p27067,bin1,cost,65
p27067,bin1,cap,1000
p27067,bin2,cost,200
p27067,bin2,cap,2000
p27067,bin3,cost,2000
p27067,bin3,cap,20000
p27075,bin1,cost,65
p27075,bin1,cap,1000
p27075,bin2,cost,200
p27075,bin2,cap,2000
p27075,bin3,cost,2000
p27075,bin3,cap,20000
p27079,bin1,cost,65
p27079,bin1,cap,1000
p27079,bin2,cost,200
p27079,bin2,cap,2000
p27079,bin3,cost,2000
p27079,bin3,cap,20000
p27085,bin1,cost,65
p27085,bin1,cap,1000
p27085,bin2,cost,200
p27085,bin2,cap,2000
p27085,bin3,cost,2000
p27085,bin3,cap,20000
p27093,bin1,cost,65
p27093,bin1,cap,1000
p27093,bin2,cost,200
p27093,bin2,cap,2000
p27093,bin3,cost,2000
p27093,bin3,cap,20000
p27095,bin1,cost,65
p27095,bin1,cap,1000
p27095,bin2,cost,200
p27095,bin2,cap,2000
p27095,bin3,cost,2000
p27095,bin3,cap,20000
p27097,bin1,cost,65
p27097,bin1,cap,1000
p27097,bin2,cost,200
p27097,bin2,cap,2000
p27097,bin3,cost,2000
p27097,bin3,cap,20000
p27109,bin1,cost,65
p27109,bin1,cap,1000
p27109,bin2,cost,200
p27109,bin2,cap,2000
p27109,bin3,cost,2000
p27109,bin3,cap,20000
p27111,bin1,cost,65
p27111,bin1,cap,1000
p27111,bin2,cost,200
p27111,bin2,cap,2000
p27111,bin3,cost,2000
p27111,bin3,cap,20000
p27115,bin1,cost,65
p27115,bin1,cap,1000
p27115,bin2,cost,200
p27115,bin2,cap,2000
p27115,bin3,cost,2000
p27115,bin3,cap,20000
p27121,bin1,cost,65
p27121,bin1,cap,1000
p27121,bin2,cost,200
p27121,bin2,cap,2000
p27121,bin3,cost,2000
p27121,bin3,cap,20000
p27123,bin1,cost,65
p27123,bin1,cap,1000
p27123,bin2,cost,200
p27123,bin2,cap,2000
p27123,bin3,cost,2000
p27123,bin3,cap,20000
p27131,bin1,cost,65
p27131,bin1,cap,1000
p27131,bin2,cost,200
p27131,bin2,cap,2000
p27131,bin3,cost,2000
p27131,bin3,cap,20000
p27137,bin1,cost,65
p27137,bin1,cap,1000
p27137,bin2,cost,200
p27137,bin2,cap,2000
p27137,bin3,cost,2000
p27137,bin3,cap,20000
p27139,bin1,cost,65
p27139,bin1,cap,1000
p27139,bin2,cost,200
p27139,bin2,cap,2000
p27139,bin3,cost,2000
p27139,bin3,cap,20000
p27141,bin1,cost,65
p27141,bin1,cap,1000
p27141,bin2,cost,200
p27141,bin2,cap,2000
p27141,bin3,cost,2000
p27141,bin3,cap,20000
p27143,bin1,cost,65
p27143,bin1,cap,1000
p27143,bin2,cost,200
p27143,bin2,cap,2000
p27143,bin3,cost,2000
p27143,bin3,cap,20000
p27145,bin1,cost,65
p27145,bin1,cap,1000
p27145,bin2,cost,200
p27145,bin2,cap,2000
p27145,bin3,cost,2000
p27145,bin3,cap,20000
p27147,bin1,cost,65
p27147,bin1,cap,1000
p27147,bin2,cost,200
p27147,bin2,cap,2000
p27147,bin3,cost,2000
p27147,bin3,cap,20000
p27149,bin1,cost,65
p27149,bin1,cap,1000
p27149,bin2,cost,200
p27149,bin2,cap,2000
p27149,bin3,cost,2000
p27149,bin3,cap,20000
p27151,bin1,cost,65
p27151,bin1,cap,1000
p27151,bin2,cost,200
p27151,bin2,cap,2000
p27151,bin3,cost,2000
p27151,bin3,cap,20000
p27153,bin1,cost,65
p27153,bin1,cap,1000
p27153,bin2,cost,200
p27153,bin2,cap,2000
p27153,bin3,cost,2000
p27153,bin3,cap,20000
p27155,bin1,cost,65
p27155,bin1,cap,1000
p27155,bin2,cost,200
p27155,bin2,cap,2000
p27155,bin3,cost,2000
p27155,bin3,cap,20000
p27157,bin1,cost,65
p27157,bin1,cap,1000
p27157,bin2,cost,200
p27157,bin2,cap,2000
p27157,bin3,cost,2000
p27157,bin3,cap,20000
p27159,bin1,cost,65
p27159,bin1,cap,1000
p27159,bin2,cost,200
p27159,bin2,cap,2000
p27159,bin3,cost,2000
p27159,bin3,cap,20000
p27163,bin1,cost,65
p27163,bin1,cap,1000
p27163,bin2,cost,200
p27163,bin2,cap,2000
p27163,bin3,cost,2000
p27163,bin3,cap,20000
p27167,bin1,cost,65
p27167,bin1,cap,1000
p27167,bin2,cost,200
p27167,bin2,cap,2000
p27167,bin3,cost,2000
p27167,bin3,cap,20000
p27169,bin1,cost,65
p27169,bin1,cap,1000
p27169,bin2,cost,200
p27169,bin2,cap,2000
p27169,bin3,cost,2000
p27169,bin3,cap,20000
p27171,bin1,cost,65
p27171,bin1,cap,1000
p27171,bin2,cost,200
p27171,bin2,cap,2000
p27171,bin3,cost,2000
p27171,bin3,cap,20000
p27023,bin1,cost,65
p27023,bin1,cap,1000
p27023,bin2,cost,200
p27023,bin2,cap,2000
p27023,bin3,cost,2000
p27023,bin3,cap,20000
p27073,bin1,cost,65
p27073,bin1,cap,1000
p27073,bin2,cost,200
p27073,bin2,cap,2000
p27073,bin3,cost,2000
p27073,bin3,cap,20000
p27081,bin1,cost,65
p27081,bin1,cap,1000
p27081,bin2,cost,200
p27081,bin2,cap,2000
p27081,bin3,cost,2000
p27081,bin3,cap,20000
p27083,bin1,cost,65
p27083,bin1,cap,1000
p27083,bin2,cost,200
p27083,bin2,cap,2000
p27083,bin3,cost,2000
p27083,bin3,cap,20000
p27101,bin1,cost,65
p27101,bin1,cap,1000
p27101,bin2,cost,200
p27101,bin2,cap,2000
p27101,bin3,cost,2000
p27101,bin3,cap,20000
p27105,bin1,cost,65
p27105,bin1,cap,1000
p27105,bin2,cost,200
p27105,bin2,cap,2000
p27105,bin3,cost,2000
p27105,bin3,cap,20000
p27117,bin1,cost,65
p27117,bin1,cap,1000
p27117,bin2,cost,200
p27117,bin2,cap,2000
p27117,bin3,cost,2000
p27117,bin3,cap,20000
p27127,bin1,cost,65
p27127,bin1,cap,1000
p27127,bin2,cost,200
p27127,bin2,cap,2000
p27127,bin3,cost,2000
p27127,bin3,cap,20000
p27129,bin1,cost,65
p27129,bin1,cap,1000
p27129,bin2,cost,200
p27129,bin2,cap,2000
p27129,bin3,cost,2000
p27129,bin3,cap,20000
p27133,bin1,cost,65
p27133,bin1,cap,1000
p27133,bin2,cost,200
p27133,bin2,cap,2000
p27133,bin3,cost,2000
p27133,bin3,cap,20000
p27173,bin1,cost,65
p27173,bin1,cap,1000
p27173,bin2,cost,200
p27173,bin2,cap,2000
p27173,bin3,cost,2000
p27173,bin3,cap,20000
p19009,bin1,cost,65
p19009,bin1,cap,1000
p19009,bin2,cost,200
p19009,bin2,cap,2000
p19009,bin3,cost,2000
p19009,bin3,cap,20000
p19021,bin1,cost,65
p19021,bin1,cap,1000
p19021,bin2,cost,200
p19021,bin2,cap,2000
p19021,bin3,cost,2000
p19021,bin3,cap,20000
p19025,bin1,cost,65
p19025,bin1,cap,1000
p19025,bin2,cost,200
p19025,bin2,cap,2000
p19025,bin3,cost,2000
p19025,bin3,cap,20000
p19027,bin1,cost,65
p19027,bin1,cap,1000
p19027,bin2,cost,200
p19027,bin2,cap,2000
p19027,bin3,cost,2000
p19027,bin3,cap,20000
p19033,bin1,cost,65
p19033,bin1,cap,1000
p19033,bin2,cost,200
p19033,bin2,cap,2000
p19033,bin3,cost,2000
p19033,bin3,cap,20000
p19035,bin1,cost,65
p19035,bin1,cap,1000
p19035,bin2,cost,200
p19035,bin2,cap,2000
p19035,bin3,cost,2000
p19035,bin3,cap,20000
p19041,bin1,cost,65
p19041,bin1,cap,1000
p19041,bin2,cost,200
p19041,bin2,cap,2000
p19041,bin3,cost,2000
p19041,bin3,cap,20000
p19047,bin1,cost,65
p19047,bin1,cap,1000
p19047,bin2,cost,200
p19047,bin2,cap,2000
p19047,bin3,cost,2000
p19047,bin3,cap,20000
p19059,bin1,cost,65
p19059,bin1,cap,1000
p19059,bin2,cost,200
p19059,bin2,cap,2000
p19059,bin3,cost,2000
p19059,bin3,cap,20000
p19063,bin1,cost,65
p19063,bin1,cap,1000
p19063,bin2,cost,200
p19063,bin2,cap,2000
p19063,bin3,cost,2000
p19063,bin3,cap,20000
p19069,bin1,cost,65
p19069,bin1,cap,1000
p19069,bin2,cost,200
p19069,bin2,cap,2000
p19069,bin3,cost,2000
p19069,bin3,cap,20000
p19071,bin1,cost,65
p19071,bin1,cap,1000
p19071,bin2,cost,200
p19071,bin2,cap,2000
p19071,bin3,cost,2000
p19071,bin3,cap,20000
p19081,bin1,cost,65
p19081,bin1,cap,1000
p19081,bin2,cost,200
p19081,bin2,cap,2000
p19081,bin3,cost,2000
p19081,bin3,cap,20000
p19085,bin1,cost,65
p19085,bin1,cap,1000
p19085,bin2,cost,200
p19085,bin2,cap,2000
p19085,bin3,cost,2000
p19085,bin3,cap,20000
p19091,bin1,cost,65
p19091,bin1,cap,1000
p19091,bin2,cost,200
p19091,bin2,cap,2000
p19091,bin3,cost,2000
p19091,bin3,cap,20000
p19093,bin1,cost,65
p19093,bin1,cap,1000
p19093,bin2,cost,200
p19093,bin2,cap,2000
p19093,bin3,cost,2000
p19093,bin3,cap,20000
p19109,bin1,cost,65
p19109,bin1,cap,1000
p19109,bin2,cost,200
p19109,bin2,cap,2000
p19109,bin3,cost,2000
p19109,bin3,cap,20000
p19119,bin1,cost,65
p19119,bin1,cap,1000
p19119,bin2,cost,200
p19119,bin2,cap,2000
p19119,bin3,cost,2000
p19119,bin3,cap,20000
p19129,bin1,cost,65
p19129,bin1,cap,1000
p19129,bin2,cost,200
p19129,bin2,cap,2000
p19129,bin3,cost,2000
p19129,bin3,cap,20000
p19133,bin1,cost,65
p19133,bin1,cap,1000
p19133,bin2,cost,200
p19133,bin2,cap,2000
p19133,bin3,cost,2000
p19133,bin3,cap,20000
p19137,bin1,cost,65
p19137,bin1,cap,1000
p19137,bin2,cost,200
p19137,bin2,cap,2000
p19137,bin3,cost,2000
p19137,bin3,cap,20000
p19141,bin1,cost,65
p19141,bin1,cap,1000
p19141,bin2,cost,200
p19141,bin2,cap,2000
p19141,bin3,cost,2000
p19141,bin3,cap,20000
p19143,bin1,cost,65
p19143,bin1,cap,1000
p19143,bin2,cost,200
p19143,bin2,cap,2000
p19143,bin3,cost,2000
p19143,bin3,cap,20000
p19145,bin1,cost,65
p19145,bin1,cap,1000
p19145,bin2,cost,200
p19145,bin2,cap,2000
p19145,bin3,cost,2000
p19145,bin3,cap,20000
p19147,bin1,cost,65
p19147,bin1,cap,1000
p19147,bin2,cost,200
p19147,bin2,cap,2000
p19147,bin3,cost,2000
p19147,bin3,cap,20000
p19149,bin1,cost,65
p19149,bin1,cap,1000
p19149,bin2,cost,200
p19149,bin2,cap,2000
p19149,bin3,cost,2000
p19149,bin3,cap,20000
p19151,bin1,cost,65
p19151,bin1,cap,1000
p19151,bin2,cost,200
p19151,bin2,cap,2000
p19151,bin3,cost,2000
p19151,bin3,cap,20000
p19155,bin1,cost,65
p19155,bin1,cap,1000
p19155,bin2,cost,200
p19155,bin2,cap,2000
p19155,bin3,cost,2000
p19155,bin3,cap,20000
p19161,bin1,cost,65
p19161,bin1,cap,1000
p19161,bin2,cost,200
p19161,bin2,cap,2000
p19161,bin3,cost,2000
p19161,bin3,cap,20000
p19165,bin1,cost,65
p19165,bin1,cap,1000
p19165,bin2,cost,200
p19165,bin2,cap,2000
p19165,bin3,cost,2000
p19165,bin3,cap,20000
p19167,bin1,cost,65
p19167,bin1,cap,1000
p19167,bin2,cost,200
p19167,bin2,cap,2000
p19167,bin3,cost,2000
p19167,bin3,cap,20000
p19173,bin1,cost,65
p19173,bin1,cap,1000
p19173,bin2,cost,200
p19173,bin2,cap,2000
p19173,bin3,cost,2000
p19173,bin3,cap,20000
p19187,bin1,cost,65
p19187,bin1,cap,1000
p19187,bin2,cost,200
p19187,bin2,cap,2000
p19187,bin3,cost,2000
p19187,bin3,cap,20000
p19189,bin1,cost,65
p19189,bin1,cap,1000
p19189,bin2,cost,200
p19189,bin2,cap,2000
p19189,bin3,cost,2000
p19189,bin3,cap,20000
p19193,bin1,cost,65
p19193,bin1,cap,1000
p19193,bin2,cost,200
p19193,bin2,cap,2000
p19193,bin3,cost,2000
p19193,bin3,cap,20000
p19195,bin1,cost,65
p19195,bin1,cap,1000
p19195,bin2,cost,200
p19195,bin2,cap,2000
p19195,bin3,cost,2000
p19195,bin3,cap,20000
p19197,bin1,cost,65
p19197,bin1,cap,1000
p19197,bin2,cost,200
p19197,bin2,cap,2000
p19197,bin3,cost,2000
p19197,bin3,cap,20000
p55003,bin1,cost,65
p55003,bin1,cap,1000
p55003,bin2,cost,200
p55003,bin2,cap,2000
p55003,bin3,cost,2000
p55003,bin3,cap,20000
p55005,bin1,cost,65
p55005,bin1,cap,1000
p55005,bin2,cost,200
p55005,bin2,cap,2000
p55005,bin3,cost,2000
p55005,bin3,cap,20000
p55007,bin1,cost,65
p55007,bin1,cap,1000
p55007,bin2,cost,200
p55007,bin2,cap,2000
p55007,bin3,cost,2000
p55007,bin3,cap,20000
p55011,bin1,cost,65
p55011,bin1,cap,1000
p55011,bin2,cost,200
p55011,bin2,cap,2000
p55011,bin3,cost,2000
p55011,bin3,cap,20000
p55013,bin1,cost,65
p55013,bin1,cap,1000
p55013,bin2,cost,200
p55013,bin2,cap,2000
p55013,bin3,cost,2000
p55013,bin3,cap,20000
p55017,bin1,cost,65
p55017,bin1,cap,1000
p55017,bin2,cost,200
p55017,bin2,cap,2000
p55017,bin3,cost,2000
p55017,bin3,cap,20000
p55019,bin1,cost,65
p55019,bin1,cap,1000
p55019,bin2,cost,200
p55019,bin2,cap,2000
p55019,bin3,cost,2000
p55019,bin3,cap,20000
p55031,bin1,cost,65
p55031,bin1,cap,1000
p55031,bin2,cost,200
p55031,bin2,cap,2000
p55031,bin3,cost,2000
p55031,bin3,cap,20000
p55033,bin1,cost,65
p55033,bin1,cap,1000
p55033,bin2,cost,200
p55033,bin2,cap,2000
p55033,bin3,cost,2000
p55033,bin3,cap,20000
p55035,bin1,cost,65
p55035,bin1,cap,1000
p55035,bin2,cost,200
p55035,bin2,cap,2000
p55035,bin3,cost,2000
p55035,bin3,cap,20000
p55051,bin1,cost,65
p55051,bin1,cap,1000
p55051,bin2,cost,200
p55051,bin2,cap,2000
p55051,bin3,cost,2000
p55051,bin3,cap,20000
p55063,bin1,cost,65
p55063,bin1,cap,1000
p55063,bin2,cost,200
p55063,bin2,cap,2000
p55063,bin3,cost,2000
p55063,bin3,cap,20000
p55091,bin1,cost,65
p55091,bin1,cap,1000
p55091,bin2,cost,200
p55091,bin2,cap,2000
p55091,bin3,cost,2000
p55091,bin3,cap,20000
p55093,bin1,cost,65
p55093,bin1,cap,1000
p55093,bin2,cost,200
p55093,bin2,cap,2000
p55093,bin3,cost,2000
p55093,bin3,cap,20000
p55095,bin1,cost,65
p55095,bin1,cap,1000
p55095,bin2,cost,200
p55095,bin2,cap,2000
p55095,bin3,cost,2000
p55095,bin3,cap,20000
p55099,bin1,cost,65
p55099,bin1,cap,1000
p55099,bin2,cost,200
p55099,bin2,cap,2000
p55099,bin3,cost,2000
p55099,bin3,cap,20000
p55107,bin1,cost,65
p55107,bin1,cap,1000
p55107,bin2,cost,200
p55107,bin2,cap,2000
p55107,bin3,cost,2000
p55107,bin3,cap,20000
p55109,bin1,cost,65
p55109,bin1,cap,1000
p55109,bin2,cost,200
p55109,bin2,cap,2000
p55109,bin3,cost,2000
p55109,bin3,cap,20000
p55113,bin1,cost,65
p55113,bin1,cap,1000
p55113,bin2,cost,200
p55113,bin2,cap,2000
p55113,bin3,cost,2000
p55113,bin3,cap,20000
p55119,bin1,cost,65
p55119,bin1,cap,1000
p55119,bin2,cost,200
p55119,bin2,cap,2000
p55119,bin3,cost,2000
p55119,bin3,cap,20000
p55121,bin1,cost,65
p55121,bin1,cap,1000
p55121,bin2,cost,200
p55121,bin2,cap,2000
p55121,bin3,cost,2000
p55121,bin3,cap,20000
p55129,bin1,cost,65
p55129,bin1,cap,1000
p55129,bin2,cost,200
p55129,bin2,cap,2000
p55129,bin3,cost,2000
p55129,bin3,cap,20000
p35005,bin1,cost,65
p35005,bin1,cap,1000
p35005,bin2,cost,200
p35005,bin2,cap,2000
p35005,bin3,cost,2000
p35005,bin3,cap,20000
p35009,bin1,cost,65
p35009,bin1,cap,1000
p35009,bin2,cost,200
p35009,bin2,cap,2000
p35009,bin3,cost,2000
p35009,bin3,cap,20000
p35015,bin1,cost,65
p35015,bin1,cap,1000
p35015,bin2,cost,200
p35015,bin2,cap,2000
p35015,bin3,cost,2000
p35015,bin3,cap,20000
p35025,bin1,cost,65
p35025,bin1,cap,1000
p35025,bin2,cost,200
p35025,bin2,cap,2000
p35025,bin3,cost,2000
p35025,bin3,cap,20000
p35037,bin1,cost,65
p35037,bin1,cap,1000
p35037,bin2,cost,200
p35037,bin2,cap,2000
p35037,bin3,cost,2000
p35037,bin3,cap,20000
p35041,bin1,cost,65
p35041,bin1,cap,1000
p35041,bin2,cost,200
p35041,bin2,cap,2000
p35041,bin3,cost,2000
p35041,bin3,cap,20000
p48011,bin1,cost,65
p48011,bin1,cap,1000
p48011,bin2,cost,200
p48011,bin2,cap,2000
p48011,bin3,cost,2000
p48011,bin3,cap,20000
p48017,bin1,cost,65
p48017,bin1,cap,1000
p48017,bin2,cost,200
p48017,bin2,cap,2000
p48017,bin3,cost,2000
p48017,bin3,cap,20000
p48065,bin1,cost,65
p48065,bin1,cap,1000
p48065,bin2,cost,200
p48065,bin2,cap,2000
p48065,bin3,cost,2000
p48065,bin3,cap,20000
p48069,bin1,cost,65
p48069,bin1,cap,1000
p48069,bin2,cost,200
p48069,bin2,cap,2000
p48069,bin3,cost,2000
p48069,bin3,cap,20000
p48079,bin1,cost,65
p48079,bin1,cap,1000
p48079,bin2,cost,200
p48079,bin2,cap,2000
p48079,bin3,cost,2000
p48079,bin3,cap,20000
p48087,bin1,cost,65
p48087,bin1,cap,1000
p48087,bin2,cost,200
p48087,bin2,cap,2000
p48087,bin3,cost,2000
p48087,bin3,cap,20000
p48111,bin1,cost,65
p48111,bin1,cap,1000
p48111,bin2,cost,200
p48111,bin2,cap,2000
p48111,bin3,cost,2000
p48111,bin3,cap,20000
p48117,bin1,cost,65
p48117,bin1,cap,1000
p48117,bin2,cost,200
p48117,bin2,cap,2000
p48117,bin3,cost,2000
p48117,bin3,cap,20000
p48129,bin1,cost,65
p48129,bin1,cap,1000
p48129,bin2,cost,200
p48129,bin2,cap,2000
p48129,bin3,cost,2000
p48129,bin3,cap,20000
p48153,bin1,cost,65
p48153,bin1,cap,1000
p48153,bin2,cost,200
p48153,bin2,cap,2000
p48153,bin3,cost,2000
p48153,bin3,cap,20000
p48165,bin1,cost,65
p48165,bin1,cap,1000
p48165,bin2,cost,200
p48165,bin2,cap,2000
p48165,bin3,cost,2000
p48165,bin3,cap,20000
p48169,bin1,cost,65
p48169,bin1,cap,1000
p48169,bin2,cost,200
p48169,bin2,cap,2000
p48169,bin3,cost,2000
p48169,bin3,cap,20000
p48179,bin1,cost,65
p48179,bin1,cap,1000
p48179,bin2,cost,200
p48179,bin2,cap,2000
p48179,bin3,cost,2000
p48179,bin3,cap,20000
p48189,bin1,cost,65
p48189,bin1,cap,1000
p48189,bin2,cost,200
p48189,bin2,cap,2000
p48189,bin3,cost,2000
p48189,bin3,cap,20000
p48195,bin1,cost,65
p48195,bin1,cap,1000
p48195,bin2,cost,200
p48195,bin2,cap,2000
p48195,bin3,cost,2000
p48195,bin3,cap,20000
p48205,bin1,cost,65
p48205,bin1,cap,1000
p48205,bin2,cost,200
p48205,bin2,cap,2000
p48205,bin3,cost,2000
p48205,bin3,cap,20000
p48211,bin1,cost,65
p48211,bin1,cap,1000
p48211,bin2,cost,200
p48211,bin2,cap,2000
p48211,bin3,cost,2000
p48211,bin3,cap,20000
p48219,bin1,cost,65
p48219,bin1,cap,1000
p48219,bin2,cost,200
p48219,bin2,cap,2000
p48219,bin3,cost,2000
p48219,bin3,cap,20000
p48233,bin1,cost,65
p48233,bin1,cap,1000
p48233,bin2,cost,200
p48233,bin2,cap,2000
p48233,bin3,cost,2000
p48233,bin3,cap,20000
p48279,bin1,cost,65
p48279,bin1,cap,1000
p48279,bin2,cost,200
p48279,bin2,cap,2000
p48279,bin3,cost,2000
p48279,bin3,cap,20000
p48295,bin1,cost,65
p48295,bin1,cap,1000
p48295,bin2,cost,200
p48295,bin2,cap,2000
p48295,bin3,cost,2000
p48295,bin3,cap,20000
p48303,bin1,cost,65
