*r,rtscbin,sc_cat,value
p17169,bin3,cost,2000
p17169,bin3,cap,20000
p17171,bin1,cost,65
p17171,bin1,cap,1000
p17171,bin2,cost,200
p17171,bin2,cap,2000
p17171,bin3,cost,2000
p17171,bin3,cap,20000
p17173,bin1,cost,65
p17173,bin1,cap,1000
p17173,bin2,cost,200
p17173,bin2,cap,2000
p17173,bin3,cost,2000
p17173,bin3,cap,20000
p17175,bin1,cost,65
p17175,bin1,cap,1000
p17175,bin2,cost,200
p17175,bin2,cap,2000
p17175,bin3,cost,2000
p17175,bin3,cap,20000
p17177,bin1,cost,65
p17177,bin1,cap,1000
p17177,bin2,cost,200
p17177,bin2,cap,2000
p17177,bin3,cost,2000
p17177,bin3,cap,20000
p17179,bin1,cost,65
p17179,bin1,cap,1000
p17179,bin2,cost,200
p17179,bin2,cap,2000
p17179,bin3,cost,2000
p17179,bin3,cap,20000
p17181,bin1,cost,65
p17181,bin1,cap,1000
p17181,bin2,cost,200
p17181,bin2,cap,2000
p17181,bin3,cost,2000
p17181,bin3,cap,20000
p17183,bin1,cost,65
p17183,bin1,cap,1000
p17183,bin2,cost,200
p17183,bin2,cap,2000
p17183,bin3,cost,2000
p17183,bin3,cap,20000
p17185,bin1,cost,65
p17185,bin1,cap,1000
p17185,bin2,cost,200
p17185,bin2,cap,2000
p17185,bin3,cost,2000
p17185,bin3,cap,20000
p17187,bin1,cost,65
p17187,bin1,cap,1000
p17187,bin2,cost,200
p17187,bin2,cap,2000
p17187,bin3,cost,2000
p17187,bin3,cap,20000
p17189,bin1,cost,65
p17189,bin1,cap,1000
p17189,bin2,cost,200
p17189,bin2,cap,2000
p17189,bin3,cost,2000
p17189,bin3,cap,20000
p17191,bin1,cost,65
p17191,bin1,cap,1000
p17191,bin2,cost,200
p17191,bin2,cap,2000
p17191,bin3,cost,2000
p17191,bin3,cap,20000
p17193,bin1,cost,65
p17193,bin1,cap,1000
p17193,bin2,cost,200
p17193,bin2,cap,2000
p17193,bin3,cost,2000
p17193,bin3,cap,20000
p17195,bin1,cost,65
p17195,bin1,cap,1000
p17195,bin2,cost,200
p17195,bin2,cap,2000
p17195,bin3,cost,2000
p17195,bin3,cap,20000
p17197,bin1,cost,65
p17197,bin1,cap,1000
p17197,bin2,cost,200
p17197,bin2,cap,2000
p17197,bin3,cost,2000
p17197,bin3,cap,20000
p17199,bin1,cost,65
p17199,bin1,cap,1000
p17199,bin2,cost,200
p17199,bin2,cap,2000
p17199,bin3,cost,2000
p17199,bin3,cap,20000
p17201,bin1,cost,65
p17201,bin1,cap,1000
p17201,bin2,cost,200
p17201,bin2,cap,2000
p17201,bin3,cost,2000
p17201,bin3,cap,20000
p17203,bin1,cost,65
p17203,bin1,cap,1000
p17203,bin2,cost,200
p17203,bin2,cap,2000
p17203,bin3,cost,2000
p17203,bin3,cap,20000
p18001,bin1,cost,65
p18001,bin1,cap,1000
p18001,bin2,cost,200
p18001,bin2,cap,2000
p18001,bin3,cost,2000
p18001,bin3,cap,20000
p18003,bin1,cost,65
p18003,bin1,cap,1000
p18003,bin2,cost,200
p18003,bin2,cap,2000
p18003,bin3,cost,2000
p18003,bin3,cap,20000
p18005,bin1,cost,65
p18005,bin1,cap,1000
p18005,bin2,cost,200
p18005,bin2,cap,2000
p18005,bin3,cost,2000
p18005,bin3,cap,20000
p18007,bin1,cost,65
p18007,bin1,cap,1000
p18007,bin2,cost,200
p18007,bin2,cap,2000
p18007,bin3,cost,2000
p18007,bin3,cap,20000
p18009,bin1,cost,65
p18009,bin1,cap,1000
p18009,bin2,cost,200
p18009,bin2,cap,2000
p18009,bin3,cost,2000
p18009,bin3,cap,20000
p18011,bin1,cost,65
p18011,bin1,cap,1000
p18011,bin2,cost,200
p18011,bin2,cap,2000
p18011,bin3,cost,2000
p18011,bin3,cap,20000
p18013,bin1,cost,65
p18013,bin1,cap,1000
p18013,bin2,cost,200
p18013,bin2,cap,2000
p18013,bin3,cost,2000
p18013,bin3,cap,20000
p18015,bin1,cost,65
p18015,bin1,cap,1000
p18015,bin2,cost,200
p18015,bin2,cap,2000
p18015,bin3,cost,2000
p18015,bin3,cap,20000
p18017,bin1,cost,65
p18017,bin1,cap,1000
p18017,bin2,cost,200
p18017,bin2,cap,2000
p18017,bin3,cost,2000
p18017,bin3,cap,20000
p18019,bin1,cost,65
p18019,bin1,cap,1000
p18019,bin2,cost,200
p18019,bin2,cap,2000
p18019,bin3,cost,2000
p18019,bin3,cap,20000
p18021,bin1,cost,65
p18021,bin1,cap,1000
p18021,bin2,cost,200
p18021,bin2,cap,2000
p18021,bin3,cost,2000
p18021,bin3,cap,20000
p18023,bin1,cost,65
p18023,bin1,cap,1000
p18023,bin2,cost,200
p18023,bin2,cap,2000
p18023,bin3,cost,2000
p18023,bin3,cap,20000
p18025,bin1,cost,65
p18025,bin1,cap,1000
p18025,bin2,cost,200
p18025,bin2,cap,2000
p18025,bin3,cost,2000
p18025,bin3,cap,20000
p18027,bin1,cost,65
p18027,bin1,cap,1000
p18027,bin2,cost,200
p18027,bin2,cap,2000
p18027,bin3,cost,2000
p18027,bin3,cap,20000
p18029,bin1,cost,65
p18029,bin1,cap,1000
p18029,bin2,cost,200
p18029,bin2,cap,2000
p18029,bin3,cost,2000
p18029,bin3,cap,20000
p18031,bin1,cost,65
p18031,bin1,cap,1000
p18031,bin2,cost,200
p18031,bin2,cap,2000
p18031,bin3,cost,2000
p18031,bin3,cap,20000
p18033,bin1,cost,65
p18033,bin1,cap,1000
p18033,bin2,cost,200
p18033,bin2,cap,2000
p18033,bin3,cost,2000
p18033,bin3,cap,20000
p18035,bin1,cost,65
p18035,bin1,cap,1000
p18035,bin2,cost,200
p18035,bin2,cap,2000
p18035,bin3,cost,2000
p18035,bin3,cap,20000
p18037,bin1,cost,65
p18037,bin1,cap,1000
p18037,bin2,cost,200
p18037,bin2,cap,2000
p18037,bin3,cost,2000
p18037,bin3,cap,20000
p18039,bin1,cost,65
p18039,bin1,cap,1000
p18039,bin2,cost,200
p18039,bin2,cap,2000
p18039,bin3,cost,2000
p18039,bin3,cap,20000
p18041,bin1,cost,65
p18041,bin1,cap,1000
p18041,bin2,cost,200
p18041,bin2,cap,2000
p18041,bin3,cost,2000
p18041,bin3,cap,20000
p18043,bin1,cost,65
p18043,bin1,cap,1000
p18043,bin2,cost,200
p18043,bin2,cap,2000
p18043,bin3,cost,2000
p18043,bin3,cap,20000
p18045,bin1,cost,65
p18045,bin1,cap,1000
p18045,bin2,cost,200
p18045,bin2,cap,2000
p18045,bin3,cost,2000
p18045,bin3,cap,20000
p18047,bin1,cost,65
p18047,bin1,cap,1000
p18047,bin2,cost,200
p18047,bin2,cap,2000
p18047,bin3,cost,2000
p18047,bin3,cap,20000
p18049,bin1,cost,65
p18049,bin1,cap,1000
p18049,bin2,cost,200
p18049,bin2,cap,2000
p18049,bin3,cost,2000
p18049,bin3,cap,20000
p18051,bin1,cost,65
p18051,bin1,cap,1000
p18051,bin2,cost,200
p18051,bin2,cap,2000
p18051,bin3,cost,2000
p18051,bin3,cap,20000
p18053,bin1,cost,65
p18053,bin1,cap,1000
p18053,bin2,cost,200
p18053,bin2,cap,2000
p18053,bin3,cost,2000
p18053,bin3,cap,20000
p18055,bin1,cost,65
p18055,bin1,cap,1000
p18055,bin2,cost,200
p18055,bin2,cap,2000
p18055,bin3,cost,2000
p18055,bin3,cap,20000
p18057,bin1,cost,65
p18057,bin1,cap,1000
p18057,bin2,cost,200
p18057,bin2,cap,2000
p18057,bin3,cost,2000
p18057,bin3,cap,20000
p18059,bin1,cost,65
p18059,bin1,cap,1000
p18059,bin2,cost,200
p18059,bin2,cap,2000
p18059,bin3,cost,2000
p18059,bin3,cap,20000
p18061,bin1,cost,65
p18061,bin1,cap,1000
p18061,bin2,cost,200
p18061,bin2,cap,2000
p18061,bin3,cost,2000
p18061,bin3,cap,20000
p18063,bin1,cost,65
p18063,bin1,cap,1000
p18063,bin2,cost,200
p18063,bin2,cap,2000
p18063,bin3,cost,2000
p18063,bin3,cap,20000
p18065,bin1,cost,65
p18065,bin1,cap,1000
p18065,bin2,cost,200
p18065,bin2,cap,2000
p18065,bin3,cost,2000
p18065,bin3,cap,20000
p18067,bin1,cost,65
p18067,bin1,cap,1000
p18067,bin2,cost,200
p18067,bin2,cap,2000
p18067,bin3,cost,2000
p18067,bin3,cap,20000
p18069,bin1,cost,65
p18069,bin1,cap,1000
p18069,bin2,cost,200
p18069,bin2,cap,2000
p18069,bin3,cost,2000
p18069,bin3,cap,20000
p18071,bin1,cost,65
p18071,bin1,cap,1000
p18071,bin2,cost,200
p18071,bin2,cap,2000
p18071,bin3,cost,2000
p18071,bin3,cap,20000
p18073,bin1,cost,65
p18073,bin1,cap,1000
p18073,bin2,cost,200
p18073,bin2,cap,2000
p18073,bin3,cost,2000
p18073,bin3,cap,20000
p18075,bin1,cost,65
p18075,bin1,cap,1000
p18075,bin2,cost,200
p18075,bin2,cap,2000
p18075,bin3,cost,2000
p18075,bin3,cap,20000
p18077,bin1,cost,65
p18077,bin1,cap,1000
p18077,bin2,cost,200
p18077,bin2,cap,2000
p18077,bin3,cost,2000
p18077,bin3,cap,20000
p18079,bin1,cost,65
p18079,bin1,cap,1000
p18079,bin2,cost,200
p18079,bin2,cap,2000
p18079,bin3,cost,2000
p18079,bin3,cap,20000
p18081,bin1,cost,65
p18081,bin1,cap,1000
p18081,bin2,cost,200
p18081,bin2,cap,2000
p18081,bin3,cost,2000
p18081,bin3,cap,20000
p18083,bin1,cost,65
p18083,bin1,cap,1000
p18083,bin2,cost,200
p18083,bin2,cap,2000
p18083,bin3,cost,2000
p18083,bin3,cap,20000
p18085,bin1,cost,65
p18085,bin1,cap,1000
p18085,bin2,cost,200
p18085,bin2,cap,2000
p18085,bin3,cost,2000
p18085,bin3,cap,20000
p18087,bin1,cost,65
p18087,bin1,cap,1000
p18087,bin2,cost,200
p18087,bin2,cap,2000
p18087,bin3,cost,2000
p18087,bin3,cap,20000
p18089,bin1,cost,65
p18089,bin1,cap,1000
p18089,bin2,cost,200
p18089,bin2,cap,2000
p18089,bin3,cost,2000
p18089,bin3,cap,20000
p18091,bin1,cost,65
p18091,bin1,cap,1000
p18091,bin2,cost,200
p18091,bin2,cap,2000
p18091,bin3,cost,2000
p18091,bin3,cap,20000
p18093,bin1,cost,65
p18093,bin1,cap,1000
p18093,bin2,cost,200
p18093,bin2,cap,2000
p18093,bin3,cost,2000
p18093,bin3,cap,20000
p18095,bin1,cost,65
p18095,bin1,cap,1000
p18095,bin2,cost,200
p18095,bin2,cap,2000
p18095,bin3,cost,2000
p18095,bin3,cap,20000
p18097,bin1,cost,65
p18097,bin1,cap,1000
p18097,bin2,cost,200
p18097,bin2,cap,2000
p18097,bin3,cost,2000
p18097,bin3,cap,20000
p18099,bin1,cost,65
p18099,bin1,cap,1000
p18099,bin2,cost,200
p18099,bin2,cap,2000
p18099,bin3,cost,2000
p18099,bin3,cap,20000
p18101,bin1,cost,65
p18101,bin1,cap,1000
p18101,bin2,cost,200
p18101,bin2,cap,2000
p18101,bin3,cost,2000
p18101,bin3,cap,20000
p18103,bin1,cost,65
p18103,bin1,cap,1000
p18103,bin2,cost,200
p18103,bin2,cap,2000
p18103,bin3,cost,2000
p18103,bin3,cap,20000
p18105,bin1,cost,65
p18105,bin1,cap,1000
p18105,bin2,cost,200
p18105,bin2,cap,2000
p18105,bin3,cost,2000
p18105,bin3,cap,20000
p18107,bin1,cost,65
p18107,bin1,cap,1000
p18107,bin2,cost,200
p18107,bin2,cap,2000
p18107,bin3,cost,2000
p18107,bin3,cap,20000
p18109,bin1,cost,65
p18109,bin1,cap,1000
p18109,bin2,cost,200
p18109,bin2,cap,2000
p18109,bin3,cost,2000
p18109,bin3,cap,20000
p18111,bin1,cost,65
p18111,bin1,cap,1000
p18111,bin2,cost,200
p18111,bin2,cap,2000
p18111,bin3,cost,2000
p18111,bin3,cap,20000
p18113,bin1,cost,65
p18113,bin1,cap,1000
p18113,bin2,cost,200
p18113,bin2,cap,2000
p18113,bin3,cost,2000
p18113,bin3,cap,20000
p18115,bin1,cost,65
p18115,bin1,cap,1000
p18115,bin2,cost,200
p18115,bin2,cap,2000
p18115,bin3,cost,2000
p18115,bin3,cap,20000
p18117,bin1,cost,65
p18117,bin1,cap,1000
p18117,bin2,cost,200
p18117,bin2,cap,2000
p18117,bin3,cost,2000
p18117,bin3,cap,20000
p18119,bin1,cost,65
p18119,bin1,cap,1000
p18119,bin2,cost,200
p18119,bin2,cap,2000
p18119,bin3,cost,2000
p18119,bin3,cap,20000
p18121,bin1,cost,65
p18121,bin1,cap,1000
p18121,bin2,cost,200
p18121,bin2,cap,2000
p18121,bin3,cost,2000
p18121,bin3,cap,20000
p18123,bin1,cost,65
p18123,bin1,cap,1000
p18123,bin2,cost,200
p18123,bin2,cap,2000
p18123,bin3,cost,2000
p18123,bin3,cap,20000
p18125,bin1,cost,65
p18125,bin1,cap,1000
p18125,bin2,cost,200
p18125,bin2,cap,2000
p18125,bin3,cost,2000
p18125,bin3,cap,20000
p18127,bin1,cost,65
p18127,bin1,cap,1000
p18127,bin2,cost,200
p18127,bin2,cap,2000
p18127,bin3,cost,2000
p18127,bin3,cap,20000
p18129,bin1,cost,65
p18129,bin1,cap,1000
p18129,bin2,cost,200
p18129,bin2,cap,2000
p18129,bin3,cost,2000
p18129,bin3,cap,20000
p18131,bin1,cost,65
p18131,bin1,cap,1000
p18131,bin2,cost,200
p18131,bin2,cap,2000
p18131,bin3,cost,2000
p18131,bin3,cap,20000
p18133,bin1,cost,65
p18133,bin1,cap,1000
p18133,bin2,cost,200
p18133,bin2,cap,2000
p18133,bin3,cost,2000
p18133,bin3,cap,20000
p18135,bin1,cost,65
p18135,bin1,cap,1000
p18135,bin2,cost,200
p18135,bin2,cap,2000
p18135,bin3,cost,2000
p18135,bin3,cap,20000
p18137,bin1,cost,65
p18137,bin1,cap,1000
p18137,bin2,cost,200
p18137,bin2,cap,2000
p18137,bin3,cost,2000
p18137,bin3,cap,20000
p18139,bin1,cost,65
p18139,bin1,cap,1000
p18139,bin2,cost,200
p18139,bin2,cap,2000
p18139,bin3,cost,2000
p18139,bin3,cap,20000
p18141,bin1,cost,65
p18141,bin1,cap,1000
p18141,bin2,cost,200
p18141,bin2,cap,2000
p18141,bin3,cost,2000
p18141,bin3,cap,20000
p18143,bin1,cost,65
p18143,bin1,cap,1000
p18143,bin2,cost,200
p18143,bin2,cap,2000
p18143,bin3,cost,2000
p18143,bin3,cap,20000
p18145,bin1,cost,65
p18145,bin1,cap,1000
p18145,bin2,cost,200
p18145,bin2,cap,2000
p18145,bin3,cost,2000
p18145,bin3,cap,20000
p18147,bin1,cost,65
p18147,bin1,cap,1000
p18147,bin2,cost,200
p18147,bin2,cap,2000
p18147,bin3,cost,2000
p18147,bin3,cap,20000
p18149,bin1,cost,65
p18149,bin1,cap,1000
p18149,bin2,cost,200
p18149,bin2,cap,2000
p18149,bin3,cost,2000
p18149,bin3,cap,20000
p18151,bin1,cost,65
p18151,bin1,cap,1000
p18151,bin2,cost,200
p18151,bin2,cap,2000
p18151,bin3,cost,2000
p18151,bin3,cap,20000
p18153,bin1,cost,65
p18153,bin1,cap,1000
p18153,bin2,cost,200
p18153,bin2,cap,2000
p18153,bin3,cost,2000
p18153,bin3,cap,20000
p18155,bin1,cost,65
p18155,bin1,cap,1000
p18155,bin2,cost,200
p18155,bin2,cap,2000
p18155,bin3,cost,2000
p18155,bin3,cap,20000
p18157,bin1,cost,65
p18157,bin1,cap,1000
p18157,bin2,cost,200
p18157,bin2,cap,2000
p18157,bin3,cost,2000
p18157,bin3,cap,20000
p18159,bin1,cost,65
p18159,bin1,cap,1000
p18159,bin2,cost,200
p18159,bin2,cap,2000
p18159,bin3,cost,2000
p18159,bin3,cap,20000
p18161,bin1,cost,65
p18161,bin1,cap,1000
p18161,bin2,cost,200
p18161,bin2,cap,2000
p18161,bin3,cost,2000
p18161,bin3,cap,20000
p18163,bin1,cost,65
p18163,bin1,cap,1000
p18163,bin2,cost,200
p18163,bin2,cap,2000
p18163,bin3,cost,2000
p18163,bin3,cap,20000
p18165,bin1,cost,65
p18165,bin1,cap,1000
p18165,bin2,cost,200
p18165,bin2,cap,2000
p18165,bin3,cost,2000
p18165,bin3,cap,20000
p18167,bin1,cost,65
p18167,bin1,cap,1000
p18167,bin2,cost,200
p18167,bin2,cap,2000
p18167,bin3,cost,2000
p18167,bin3,cap,20000
p18169,bin1,cost,65
p18169,bin1,cap,1000
p18169,bin2,cost,200
p18169,bin2,cap,2000
p18169,bin3,cost,2000
p18169,bin3,cap,20000
p18171,bin1,cost,65
p18171,bin1,cap,1000
p18171,bin2,cost,200
p18171,bin2,cap,2000
p18171,bin3,cost,2000
p18171,bin3,cap,20000
p18173,bin1,cost,65
p18173,bin1,cap,1000
p18173,bin2,cost,200
p18173,bin2,cap,2000
p18173,bin3,cost,2000
p18173,bin3,cap,20000
p18175,bin1,cost,65
p18175,bin1,cap,1000
p18175,bin2,cost,200
p18175,bin2,cap,2000
p18175,bin3,cost,2000
p18175,bin3,cap,20000
p18177,bin1,cost,65
p18177,bin1,cap,1000
p18177,bin2,cost,200
p18177,bin2,cap,2000
p18177,bin3,cost,2000
p18177,bin3,cap,20000
p18179,bin1,cost,65
p18179,bin1,cap,1000
p18179,bin2,cost,200
p18179,bin2,cap,2000
p18179,bin3,cost,2000
p18179,bin3,cap,20000
p18181,bin1,cost,65
p18181,bin1,cap,1000
p18181,bin2,cost,200
p18181,bin2,cap,2000
p18181,bin3,cost,2000
p18181,bin3,cap,20000
p18183,bin1,cost,65
p18183,bin1,cap,1000
p18183,bin2,cost,200
p18183,bin2,cap,2000
p18183,bin3,cost,2000
p18183,bin3,cap,20000
p19001,bin1,cost,65
p19001,bin1,cap,1000
p19001,bin2,cost,200
p19001,bin2,cap,2000
p19001,bin3,cost,2000
p19001,bin3,cap,20000
p19003,bin1,cost,65
p19003,bin1,cap,1000
p19003,bin2,cost,200
p19003,bin2,cap,2000
p19003,bin3,cost,2000
p19003,bin3,cap,20000
p19005,bin1,cost,65
p19005,bin1,cap,1000
p19005,bin2,cost,200
p19005,bin2,cap,2000
p19005,bin3,cost,2000
p19005,bin3,cap,20000
p19007,bin1,cost,65
p19007,bin1,cap,1000
p19007,bin2,cost,200
p19007,bin2,cap,2000
p19007,bin3,cost,2000
p19007,bin3,cap,20000
p19009,bin1,cost,65
p19009,bin1,cap,1000
p19009,bin2,cost,200
p19009,bin2,cap,2000
p19009,bin3,cost,2000
p19009,bin3,cap,20000
p19011,bin1,cost,65
p19011,bin1,cap,1000
p19011,bin2,cost,200
p19011,bin2,cap,2000
p19011,bin3,cost,2000
p19011,bin3,cap,20000
p19013,bin1,cost,65
p19013,bin1,cap,1000
p19013,bin2,cost,200
p19013,bin2,cap,2000
p19013,bin3,cost,2000
p19013,bin3,cap,20000
p19015,bin1,cost,65
p19015,bin1,cap,1000
p19015,bin2,cost,200
p19015,bin2,cap,2000
p19015,bin3,cost,2000
p19015,bin3,cap,20000
p19017,bin1,cost,65
p19017,bin1,cap,1000
p19017,bin2,cost,200
p19017,bin2,cap,2000
p19017,bin3,cost,2000
p19017,bin3,cap,20000
p19019,bin1,cost,65
p19019,bin1,cap,1000
p19019,bin2,cost,200
p19019,bin2,cap,2000
p19019,bin3,cost,2000
p19019,bin3,cap,20000
p19021,bin1,cost,65
p19021,bin1,cap,1000
p19021,bin2,cost,200
p19021,bin2,cap,2000
p19021,bin3,cost,2000
p19021,bin3,cap,20000
p19023,bin1,cost,65
p19023,bin1,cap,1000
p19023,bin2,cost,200
p19023,bin2,cap,2000
p19023,bin3,cost,2000
p19023,bin3,cap,20000
p19025,bin1,cost,65
p19025,bin1,cap,1000
p19025,bin2,cost,200
p19025,bin2,cap,2000
p19025,bin3,cost,2000
p19025,bin3,cap,20000
p19027,bin1,cost,65
p19027,bin1,cap,1000
p19027,bin2,cost,200
p19027,bin2,cap,2000
p19027,bin3,cost,2000
p19027,bin3,cap,20000
p19029,bin1,cost,65
p19029,bin1,cap,1000
p19029,bin2,cost,200
p19029,bin2,cap,2000
p19029,bin3,cost,2000
p19029,bin3,cap,20000
p19031,bin1,cost,65
p19031,bin1,cap,1000
p19031,bin2,cost,200
p19031,bin2,cap,2000
p19031,bin3,cost,2000
p19031,bin3,cap,20000
p19033,bin1,cost,65
p19033,bin1,cap,1000
p19033,bin2,cost,200
p19033,bin2,cap,2000
p19033,bin3,cost,2000
p19033,bin3,cap,20000
p19035,bin1,cost,65
p19035,bin1,cap,1000
p19035,bin2,cost,200
p19035,bin2,cap,2000
p19035,bin3,cost,2000
p19035,bin3,cap,20000
p19037,bin1,cost,65
p19037,bin1,cap,1000
p19037,bin2,cost,200
p19037,bin2,cap,2000
p19037,bin3,cost,2000
p19037,bin3,cap,20000
p19039,bin1,cost,65
p19039,bin1,cap,1000
p19039,bin2,cost,200
p19039,bin2,cap,2000
p19039,bin3,cost,2000
p19039,bin3,cap,20000
p19041,bin1,cost,65
p19041,bin1,cap,1000
p19041,bin2,cost,200
p19041,bin2,cap,2000
p19041,bin3,cost,2000
p19041,bin3,cap,20000
p19043,bin1,cost,65
p19043,bin1,cap,1000
p19043,bin2,cost,200
p19043,bin2,cap,2000
p19043,bin3,cost,2000
p19043,bin3,cap,20000
p19045,bin1,cost,65
p19045,bin1,cap,1000
p19045,bin2,cost,200
p19045,bin2,cap,2000
p19045,bin3,cost,2000
p19045,bin3,cap,20000
p19047,bin1,cost,65
p19047,bin1,cap,1000
p19047,bin2,cost,200
p19047,bin2,cap,2000
p19047,bin3,cost,2000
p19047,bin3,cap,20000
p19049,bin1,cost,65
p19049,bin1,cap,1000
p19049,bin2,cost,200
p19049,bin2,cap,2000
p19049,bin3,cost,2000
p19049,bin3,cap,20000
p19051,bin1,cost,65
p19051,bin1,cap,1000
p19051,bin2,cost,200
p19051,bin2,cap,2000
p19051,bin3,cost,2000
p19051,bin3,cap,20000
p19053,bin1,cost,65
p19053,bin1,cap,1000
p19053,bin2,cost,200
p19053,bin2,cap,2000
p19053,bin3,cost,2000
p19053,bin3,cap,20000
p19055,bin1,cost,65
p19055,bin1,cap,1000
p19055,bin2,cost,200
p19055,bin2,cap,2000
p19055,bin3,cost,2000
p19055,bin3,cap,20000
p19057,bin1,cost,65
p19057,bin1,cap,1000
p19057,bin2,cost,200
p19057,bin2,cap,2000
p19057,bin3,cost,2000
p19057,bin3,cap,20000
p19059,bin1,cost,65
p19059,bin1,cap,1000
p19059,bin2,cost,200
p19059,bin2,cap,2000
p19059,bin3,cost,2000
p19059,bin3,cap,20000
p19061,bin1,cost,65
p19061,bin1,cap,1000
p19061,bin2,cost,200
p19061,bin2,cap,2000
p19061,bin3,cost,2000
p19061,bin3,cap,20000
p19063,bin1,cost,65
p19063,bin1,cap,1000
p19063,bin2,cost,200
p19063,bin2,cap,2000
p19063,bin3,cost,2000
p19063,bin3,cap,20000
p19065,bin1,cost,65
p19065,bin1,cap,1000
p19065,bin2,cost,200
p19065,bin2,cap,2000
p19065,bin3,cost,2000
p19065,bin3,cap,20000
p19067,bin1,cost,65
p19067,bin1,cap,1000
p19067,bin2,cost,200
p19067,bin2,cap,2000
p19067,bin3,cost,2000
p19067,bin3,cap,20000
p19069,bin1,cost,65
p19069,bin1,cap,1000
p19069,bin2,cost,200
p19069,bin2,cap,2000
p19069,bin3,cost,2000
p19069,bin3,cap,20000
p19071,bin1,cost,65
p19071,bin1,cap,1000
p19071,bin2,cost,200
p19071,bin2,cap,2000
p19071,bin3,cost,2000
p19071,bin3,cap,20000
p19073,bin1,cost,65
p19073,bin1,cap,1000
p19073,bin2,cost,200
p19073,bin2,cap,2000
p19073,bin3,cost,2000
p19073,bin3,cap,20000
p19075,bin1,cost,65
p19075,bin1,cap,1000
p19075,bin2,cost,200
p19075,bin2,cap,2000
p19075,bin3,cost,2000
p19075,bin3,cap,20000
p19077,bin1,cost,65
p19077,bin1,cap,1000
p19077,bin2,cost,200
p19077,bin2,cap,2000
p19077,bin3,cost,2000
p19077,bin3,cap,20000
p19079,bin1,cost,65
p19079,bin1,cap,1000
p19079,bin2,cost,200
p19079,bin2,cap,2000
p19079,bin3,cost,2000
p19079,bin3,cap,20000
p19081,bin1,cost,65
p19081,bin1,cap,1000
p19081,bin2,cost,200
p19081,bin2,cap,2000
p19081,bin3,cost,2000
p19081,bin3,cap,20000
p19083,bin1,cost,65
p19083,bin1,cap,1000
p19083,bin2,cost,200
p19083,bin2,cap,2000
p19083,bin3,cost,2000
p19083,bin3,cap,20000
p19085,bin1,cost,65
p19085,bin1,cap,1000
p19085,bin2,cost,200
p19085,bin2,cap,2000
p19085,bin3,cost,2000
p19085,bin3,cap,20000
p19087,bin1,cost,65
p19087,bin1,cap,1000
p19087,bin2,cost,200
p19087,bin2,cap,2000
p19087,bin3,cost,2000
p19087,bin3,cap,20000
p19089,bin1,cost,65
p19089,bin1,cap,1000
p19089,bin2,cost,200
p19089,bin2,cap,2000
p19089,bin3,cost,2000
p19089,bin3,cap,20000
p19091,bin1,cost,65
p19091,bin1,cap,1000
p19091,bin2,cost,200
p19091,bin2,cap,2000
p19091,bin3,cost,2000
p19091,bin3,cap,20000
p19093,bin1,cost,65
p19093,bin1,cap,1000
p19093,bin2,cost,200
p19093,bin2,cap,2000
p19093,bin3,cost,2000
p19093,bin3,cap,20000
p19095,bin1,cost,65
p19095,bin1,cap,1000
p19095,bin2,cost,200
p19095,bin2,cap,2000
p19095,bin3,cost,2000
p19095,bin3,cap,20000
p19097,bin1,cost,65
p19097,bin1,cap,1000
p19097,bin2,cost,200
p19097,bin2,cap,2000
p19097,bin3,cost,2000
p19097,bin3,cap,20000
p19099,bin1,cost,65
p19099,bin1,cap,1000
p19099,bin2,cost,200
p19099,bin2,cap,2000
p19099,bin3,cost,2000
p19099,bin3,cap,20000
p19101,bin1,cost,65
p19101,bin1,cap,1000
p19101,bin2,cost,200
p19101,bin2,cap,2000
p19101,bin3,cost,2000
p19101,bin3,cap,20000
p19103,bin1,cost,65
p19103,bin1,cap,1000
p19103,bin2,cost,200
p19103,bin2,cap,2000
p19103,bin3,cost,2000
p19103,bin3,cap,20000
p19105,bin1,cost,65
p19105,bin1,cap,1000
p19105,bin2,cost,200
p19105,bin2,cap,2000
p19105,bin3,cost,2000
p19105,bin3,cap,20000
p19107,bin1,cost,65
p19107,bin1,cap,1000
p19107,bin2,cost,200
p19107,bin2,cap,2000
p19107,bin3,cost,2000
p19107,bin3,cap,20000
p19109,bin1,cost,65
p19109,bin1,cap,1000
p19109,bin2,cost,200
p19109,bin2,cap,2000
p19109,bin3,cost,2000
p19109,bin3,cap,20000
p19111,bin1,cost,65
p19111,bin1,cap,1000
p19111,bin2,cost,200
p19111,bin2,cap,2000
p19111,bin3,cost,2000
p19111,bin3,cap,20000
p19113,bin1,cost,65
p19113,bin1,cap,1000
p19113,bin2,cost,200
p19113,bin2,cap,2000
p19113,bin3,cost,2000
p19113,bin3,cap,20000
p19115,bin1,cost,65
p19115,bin1,cap,1000
p19115,bin2,cost,200
p19115,bin2,cap,2000
p19115,bin3,cost,2000
p19115,bin3,cap,20000
p19117,bin1,cost,65
p19117,bin1,cap,1000
p19117,bin2,cost,200
p19117,bin2,cap,2000
p19117,bin3,cost,2000
p19117,bin3,cap,20000
p19119,bin1,cost,65
p19119,bin1,cap,1000
p19119,bin2,cost,200
p19119,bin2,cap,2000
p19119,bin3,cost,2000
p19119,bin3,cap,20000
p19121,bin1,cost,65
p19121,bin1,cap,1000
p19121,bin2,cost,200
p19121,bin2,cap,2000
p19121,bin3,cost,2000
p19121,bin3,cap,20000
p19123,bin1,cost,65
